,Close,Market_daily_ret,Strat_daily_ret,Strat_position_EOD,Long_only,Costs,Market_cum_ret,Strat_cum_ret
1953-03-04,25.780000686645508,-0.008461512052095888,-0.008461512052095888,1,0,0.0,97.02672556547832,95.08941245005903
1953-03-05,25.790000915527344,0.0003879064629743745,0.0003879064629743745,1,0,0.0,97.06436285940642,95.12629824770885
1953-03-06,25.84000015258789,0.0019387062925788623,0.0019387062925788623,1,0,0.0,97.25254215046711,95.3107202007114
1953-03-09,25.829999923706055,-0.0003870057593956533,-0.0003870057593956533,1,0,0.0,97.21490485653901,95.27383440306158
1953-03-10,25.90999984741211,0.003097170884334144,0.003097170884334144,1,0,0.0,97.515996029384,95.56891374901362
1953-03-11,26.1200008392334,0.00810501709988487,0.00810501709988487,1,0,0.0,98.30636484471447,96.3435014291668
1953-03-12,26.1299991607666,0.000382784119906443,0.000382784119906443,1,0,0.0,98.34399496006276,96.38038019157007
1953-03-13,26.18000030517578,0.0019135532344085604,0.0019135532344085604,1,0,0.0,98.53218142970323,96.56480917981918
1953-03-16,26.219999313354492,0.0015278459783212295,0.0015278459783212295,1,0,0.0,98.68272342683582,96.71234533517192
1953-03-17,26.329999923706055,0.004195294173617192,0.004195294173617192,1,0,0.0,99.09672648146511,97.11808207407341
1953-03-18,26.239999771118164,-0.0034181600018486913,-0.0034181600018486913,1,0,0.0,98.75799801469202,96.78611693047156
1953-03-19,26.219999313354492,-0.0007622125738615537,-0.0007622125738615537,1,0,0.0,98.68272342683584,96.71234533517192
1953-03-20,26.18000030517578,-0.0015255152260182925,-0.0015255152260182925,1,0,0.0,98.53218142970324,96.56480917981918
1953-03-23,26.020000457763672,-0.006111529623644696,-0.006111529623644696,1,0,0.0,97.92999908401329,95.97465048791511
1953-03-24,26.170000076293945,0.005764781548476705,0.005764781548476705,1,0,0.0,98.49454413577514,96.52792338216935
1953-03-25,26.100000381469727,-0.0026748068253782398,-0.0026748068253782398,1,0,0.0,98.23109025685825,96.26972983386713
1953-03-26,25.950000762939453,-0.005747111737085198,-0.005747111737085198,1,0,0.0,97.66654520509638,95.7164569396129
1953-03-27,25.989999771118164,0.0015413875530916332,0.0014298490910916333,0,0,0.000111538462,97.81708720222898,95.8533170285705
1953-03-30,25.610000610351562,-0.014620975918163803,-0.0,0,0,0.0,96.38690592586026,95.8533170285705
1953-03-31,25.290000915527344,-0.01249510688003952,-0.0,0,0,0.0,95.18254123448034,95.8533170285705
1953-04-01,25.25,-0.0015816889711057769,-0.0,0,0,0.0,95.03199205876794,95.8533170285705
1953-04-02,25.229999542236328,-0.0007920973371751128,-0.0,0,0,0.0,94.95671747091173,95.8533170285705
1953-04-06,24.610000610351562,-0.024573878047316478,-0.0,0,0,0.0,92.62326267600807,95.8533170285705
1953-04-07,24.709999084472656,0.004063326763146469,0.0,0,0,0.0,92.99962125812944,95.8533170285705
1953-04-08,24.93000030517578,0.008903327756145885,0.0,0,0,0.0,93.827627367388,95.8533170285705
1953-04-09,24.8799991607666,-0.0020056616043763187,-0.0,0,0,0.0,93.6394408977475,95.8533170285705
1953-04-10,24.81999969482422,-0.00241155417870742,-0.0,0,0,0.0,93.41362431275871,95.8533170285705
1953-04-13,24.770000457763672,-0.0020144737177806293,-0.0,0,0,0.0,93.22544502169802,95.8533170285705
1953-04-14,24.860000610351562,0.003633433626347937,0.0,0,0,0.0,93.56417348847111,95.8533170285705
1953-04-15,24.959999084472656,0.004022464668784309,0.0,0,0,0.0,93.9405320705925,95.8533170285705
1953-04-16,24.90999984741211,-0.002003174635196614,-0.0,0,0,0.0,93.7523527795318,95.8533170285705
1953-04-17,24.6200008392334,-0.011641871134288162,-0.0,0,0,0.0,92.66089996993618,95.8533170285705
1953-04-20,24.729999542236328,0.00446785943352368,0.0,0,0,0.0,93.07489584598567,95.8533170285705
1953-04-21,24.670000076293945,-0.002426181441690267,-0.0,0,0,0.0,92.84907926099689,95.8533170285705
1953-04-22,24.459999084472656,-0.008512403371375932,-0.0,0,0,0.0,92.05871044566642,95.8533170285705
1953-04-23,24.190000534057617,-0.011038371239614486,-0.0,0,0,0.0,91.04253222392698,95.8533170285705
1953-04-24,24.200000762939453,0.00041340341715812023,0.0,0,0,0.0,91.08016951785508,95.8533170285705
1953-04-27,24.34000015258789,0.005785098563419799,0.0,0,0,0.0,91.60707727568885,95.8533170285705
1953-04-28,24.520000457763672,0.0073952466740903056,0.0,0,0,0.0,92.28453420923502,95.8533170285705
1953-04-29,24.68000030517578,0.006525279136422313,0.0,0,0,0.0,92.886716554925,95.8533170285705
1953-04-30,24.6200008392334,-0.002431096645075792,-0.0,0,0,0.0,92.66089996993621,95.8533170285705
1953-05-01,24.729999542236328,0.00446785943352368,-0.000111538462,1,0,0.000111538462,93.0748958459857,95.84262569701154
1953-05-04,25.0,0.010917932177982426,0.010917932177982426,1,0,0.0,94.09108124630494,96.88902898413126
1953-05-05,25.030000686645508,0.0012000274658203747,0.0012000274658203747,1,0,0.0,94.20399312808925,97.00529848004888
1953-05-06,25.0,-0.0011985891259489456,-0.0011985891259489456,1,0,0.0,94.09108124630495,96.88902898413126
1953-05-07,24.899999618530273,-0.004000015258789014,-0.004000015258789014,1,0,0.0,93.71471548560378,96.5014713897855
1953-05-08,24.899999618530273,0.0,0.0,1,0,0.0,93.71471548560378,96.5014713897855
1953-05-11,24.90999984741211,0.000401615623897289,0.000401615623897289,1,0,0.0,93.75235277953188,96.5402278884247
